taxon	sequenceID	host	name	subgenus	scaffold	orientation
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.203-Lepus_timidus	RELIK.203-Lepus_timidus	Lepus timidus	RELIK	-	CM019676.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.21-Lepus_timidus	RELIK.21-Lepus_timidus	Lepus timidus	RELIK	-	CM019682.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.219-Lepus_timidus	RELIK.219-Lepus_timidus	Lepus timidus	RELIK	-	CM019684.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.22-Oryctolagus_cuniculus	RELIK.22-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0113	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.23-Oryctolagus_cuniculus	RELIK.23-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0420	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.24-Oryctolagus_cuniculus	RELIK.24-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0280	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.25-Oryctolagus_cuniculus	RELIK.25-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0514	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.26-Oryctolagus_cuniculus	RELIK.26-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr13	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.28-Lepus_timidus	RELIK.28-Lepus_timidus	Lepus timidus	RELIK	-	CM019669.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.29-Oryctolagus_cuniculus	RELIK.29-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.30-Oryctolagus_cuniculus	RELIK.30-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr5	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.31-Lepus_timidus	RELIK.31-Lepus_timidus	Lepus timidus	RELIK	-	CM019676.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.32-Lepus_timidus	RELIK.32-Lepus_timidus	Lepus timidus	RELIK	-	VUAX01000113.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.33-Lepus_americanus	RELIK.33-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010001062.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.34-Lepus_americanus	RELIK.34-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010083368.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.35-Lepus_americanus	RELIK.35-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010057256.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.36-Lepus_americanus	RELIK.36-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010058017.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.37-Lepus_americanus	RELIK.37-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010097211.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.38-Oryctolagus_cuniculus	RELIK.38-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0227	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.39-Oryctolagus_cuniculus	RELIK.39-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0451	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.4-Oryctolagus_cuniculus	RELIK.4-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr15	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.40-Oryctolagus_cuniculus	RELIK.40-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0187	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.41-Oryctolagus_cuniculus	RELIK.41-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr3	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.42-Lepus_americanus	RELIK.42-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010103373.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.43-Oryctolagus_cuniculus	RELIK.43-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0227	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.44-Oryctolagus_cuniculus	RELIK.44-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0119	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.459-Oryctolagus_cuniculus	RELIK.459-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0420	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.460-Lepus_timidus	RELIK.460-Lepus_timidus	Lepus timidus	RELIK	-	CM019673.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.48-Oryctolagus_cuniculus	RELIK.48-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrX	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.50-Oryctolagus_cuniculus	RELIK.50-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr12	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.51-Oryctolagus_cuniculus	RELIK.51-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0091	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.52-Lepus_timidus	RELIK.52-Lepus_timidus	Lepus timidus	RELIK	-	VUAX01000176.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.56-Lepus_americanus	RELIK.56-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010121669.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.57-Oryctolagus_cuniculus	RELIK.57-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0072	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.58-Lepus_timidus	RELIK.58-Lepus_timidus	Lepus timidus	RELIK	-	CM019680.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.6-Oryctolagus_cuniculus	RELIK.6-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr12	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.60-Lepus_americanus	RELIK.60-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010035557.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.63-Oryctolagus_cuniculus	RELIK.63-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chr12	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.64-Lepus_americanus	RELIK.64-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010111286.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.65-Lepus_americanus	RELIK.65-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010063072.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.7-Lepus_timidus	RELIK.7-Lepus_timidus	Lepus timidus	RELIK	-	CM019683.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.72-Oryctolagus_cuniculus	RELIK.72-Oryctolagus_cuniculus	Oryctolagus cuniculus	RELIK	-	chrUn0150	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.76-Lepus_americanus	RELIK.76-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010096262.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.77-Lepus_timidus	RELIK.77-Lepus_timidus	Lepus timidus	RELIK	-	VUAX01000235.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.78-Lepus_americanus	RELIK.78-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010011928.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.8-Lepus_timidus	RELIK.8-Lepus_timidus	Lepus timidus	RELIK	-	VUAX01000176.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.84-Lepus_americanus	RELIK.84-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010046403.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.88-Lepus_timidus	RELIK.88-Lepus_timidus	Lepus timidus	RELIK	-	CM019672.1	+
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.9-Lepus_timidus	RELIK.9-Lepus_timidus	Lepus timidus	RELIK	-	CM019681.1	-
alignment/AL_RELIK/member/fasta-digs-erv/RELIK.94-Lepus_americanus	RELIK.94-Lepus_americanus	Lepus americanus	RELIK	-	PVJM010146895.1	+
